6.51,4.77,1
6.09,6.06,1
6.35,6.01,1
6.84,6.45,1
6.24,6.31,1
6.31,6.90,1
6.79,6.23,1
6.75,6.53,1
6.26,6.78,1
6.79,6.36,1
6.49,6.51,1
6.11,8.27,1
6.34,8.94,1
6.65,8.62,1
6.24,8.70,1
6.61,8.59,1
6.93,8.86,1
6.68,8.10,1
6.97,8.28,1
6.95,8.46,1
6.99,8.99,1
8.39,0.74,1
8.34,0.02,1
8.96,0.52,1
8.27,0.91,1
8.37,0.56,1
8.71,0.24,1
8.96,0.88,1
8.42,0.45,1
8.16,0.73,1
8.89,0.53,1
8.24,2.61,1
8.69,2.79,1
8.87,2.76,1
8.04,2.69,1
8.51,2.88,1
8.63,2.90,1
8.39,2.64,1
8.71,2.69,1
8.37,2.80,1
8.34,2.40,1
8.08,4.48,1
8.10,4.29,1
8.67,4.57,1
8.38,4.78,1
8.63,4.18,1
8.36,4.00,1
8.42,4.14,1
8.44,4.97,1
8.59,4.41,1
8.51,4.82,1
8.29,6.93,1
8.61,6.71,1
8.90,6.79,1
8.69,6.33,1
8.29,6.21,1
8.47,6.17,1
8.32,6.68,1
8.08,6.68,1
8.88,6.17,1
8.36,6.84,1
8.80,8.38,1
8.88,8.44,1
8.90,8.63,1
8.21,8.23,1
8.36,8.74,1
8.87,8.87,1
8.17,8.05,1
8.88,8.33,1
8.78,8.25,1
8.04,8.22,1
1.24,1.60,-1
1.51,1.05,-1
1.09,1.92,-1
1.92,1.12,-1
1.50,1.78,-1
1.03,1.86,-1
1.39,1.10,-1
1.68,1.34,-1
1.05,1.43,-1
1.00,1.33,-1
1.08,3.32,-1
1.31,3.76,-1
1.82,3.08,-1
1.62,3.20,-1
1.45,3.05,-1
1.55,3.85,-1
1.86,3.42,-1
1.80,3.16,-1
1.58,3.82,-1
1.76,3.39,-1
1.60,5.51,-1
1.49,5.71,-1
1.45,5.41,-1
1.21,5.46,-1
1.72,5.32,-1
1.34,5.18,-1
1.30,5.26,-1
1.74,5.14,-1
1.62,5.39,-1
1.62,5.57,-1
1.48,7.85,-1
1.47,7.75,-1
1.40,7.26,-1
1.43,7.67,-1
1.46,7.13,-1
1.16,7.06,-1
1.05,7.31,-1
1.75,7.40,-1
1.15,7.10,-1
1.52,7.90,-1
1.52,9.76,-1
1.35,9.87,-1
1.68,9.45,-1
1.03,9.57,-1
1.21,9.85,-1
1.02,9.12,-1
1.65,9.36,-1
1.22,9.87,-1
1.94,9.69,-1
1.64,9.04,-1
3.49,1.14,-1
3.79,1.92,-1
3.02,1.93,-1
3.20,1.95,-1
3.26,1.41,-1
3.26,1.82,-1
3.48,1.47,-1
3.85,1.36,-1
3.99,1.65,-1
3.91,1.02,-1
3.17,3.86,-1
3.89,3.71,-1
3.11,3.35,-1
3.78,3.51,-1
3.49,4.00,-1
3.50,3.79,-1
3.45,3.43,-1
3.60,3.01,-1
3.48,3.52,-1
3.22,3.90,-1
3.23,5.48,-1
3.24,5.94,-1
3.60,5.91,-1
3.26,5.68,-1
3.28,5.75,-1
3.95,5.60,-1
3.41,5.59,-1
3.19,5.52,-1
3.76,5.24,-1
3.33,5.19,-1
3.73,7.12,-1
3.47,7.54,-1
3.92,7.21,-1
3.11,7.11,-1
3.01,7.67,-1
3.77,7.54,-1
3.56,7.61,-1
3.73,7.46,-1
3.73,7.28,-1
3.58,7.93,-1
3.43,9.56,-1
3.14,9.69,-1
3.79,9.54,-1
3.52,9.18,-1
3.48,9.86,-1
3.31,9.75,-1
3.77,9.33,-1
3.75,9.39,-1
3.39,9.16,-1
3.87,9.44,-1
5.43,1.24,-1
5.92,1.15,-1
5.62,1.02,-1
5.91,1.62,-1
5.89,1.98,-1
5.47,1.76,-1
5.61,1.04,-1
5.03,1.06,-1
5.04,1.03,-1
5.65,1.48,-1
5.53,3.70,-1
5.04,3.86,-1
5.79,3.90,-1
5.56,3.75,-1
5.18,3.19,-1
5.73,3.13,-1
5.89,3.99,-1
5.09,3.56,-1
5.38,3.64,-1
5.70,3.18,-1
5.05,5.86,-1
5.36,5.70,-1
5.09,5.06,-1
5.42,5.08,-1
5.37,5.97,-1
5.69,5.12,-1
5.04,5.07,-1
5.72,5.12,-1
5.32,5.70,-1
5.47,5.87,-1
5.64,7.46,-1
5.27,7.79,-1
5.43,7.10,-1
5.95,7.84,-1
5.32,7.39,-1
5.31,7.46,-1
5.39,7.41,-1
5.79,7.59,-1
5.31,7.67,-1
5.93,7.78,-1
5.16,9.62,-1
5.47,9.13,-1
5.13,9.65,-1
5.27,9.11,-1
5.49,9.75,-1
5.83,9.20,-1
5.25,9.83,-1
5.34,9.09,-1
5.72,9.19,-1
5.63,9.08,-1
7.60,1.68,-1
7.19,1.48,-1
7.10,1.96,-1
7.83,1.44,-1
7.03,1.74,-1
7.07,1.67,-1
7.26,1.14,-1
7.27,1.05,-1
7.25,2.00,-1
7.11,1.40,-1
7.64,3.44,-1
7.63,3.91,-1
7.22,3.24,-1
7.48,3.91,-1
7.28,3.67,-1
7.23,3.51,-1
7.84,3.80,-1
7.70,3.04,-1
7.64,4.00,-1
7.90,3.18,-1
7.61,5.12,-1
7.96,5.53,-1
7.26,5.94,-1
7.70,5.42,-1
7.70,5.87,-1
7.46,5.13,-1
7.49,5.28,-1
7.62,5.46,-1
7.99,5.17,-1
7.39,5.08,-1
7.09,7.48,-1
7.69,7.88,-1
7.65,7.25,-1
7.51,7.10,-1
7.90,7.11,-1
7.83,7.86,-1
7.97,7.76,-1
7.19,7.22,-1
7.97,7.87,-1
7.72,7.21,-1
7.54,9.38,-1
7.32,9.98,-1
7.79,9.02,-1
7.92,9.11,-1
7.99,9.75,-1
7.46,9.29,-1
7.61,9.08,-1
7.22,9.26,-1
7.22,9.28,-1
7.20,9.26,-1
9.58,1.18,-1
9.01,2.00,-1
9.80,1.94,-1
9.75,1.35,-1
9.83,1.38,-1
9.03,1.81,-1
9.76,1.67,-1
9.40,1.25,-1
9.33,1.63,-1
9.09,1.72,-1
9.59,3.22,-1
9.71,3.15,-1
9.06,3.23,-1
9.26,3.95,-1
9.39,3.01,-1
9.44,3.98,-1
9.85,3.06,-1
9.40,3.35,-1
9.20,3.57,-1
9.62,3.25,-1
9.28,5.15,-1
9.07,5.61,-1
9.87,5.14,-1
9.36,5.74,-1
9.43,5.31,-1
9.63,5.16,-1
9.12,5.32,-1
9.78,5.10,-1
9.68,5.49,-1
9.69,5.95,-1
9.01,7.02,-1
9.38,7.71,-1
9.67,7.34,-1
9.73,7.16,-1
9.61,7.27,-1
9.78,7.64,-1
9.60,7.54,-1
9.70,7.87,-1
9.46,7.66,-1
9.93,7.95,-1
9.10,9.00,-1
9.04,9.70,-1
9.18,9.27,-1
9.13,9.05,-1
9.95,9.05,-1
9.51,9.22,-1
9.61,9.22,-1
9.86,9.62,-1
9.37,9.72,-1
9.51,9.05,-1
